"","klasifikasi","score","text"
"228","Positif",2,"apa cmn gue ngerasa klo  eskpedisi sicepat emg cepet banget nyampenya walaupun gue tinggal di luar pulau jawa tapi kek berasa bener cpet paketnya nyampe"
"229","Positif",0,"eh skrg cuman aktifin sicepat wowowowowowoow enak soalnya"
"230","Negatif",-2,"ada freelance kurir sicepat tapi gua gatau jalan anyingð takut nyasar"
"231","Positif",2,"ððððð wtp alias   pamer layout cakep aku yang baru ð layout ini buatan tangan ajaib kak rue  suka banget sama hasilnya apa lagi pengerjaannya cepet kalah sicepat mah sama kak rue ð oiya makasi juga  financial support system  biruhae ð"
"232","Positif",0,"gils kirim paket dari batambandung cuma  hari doank pake sicepat meanwhile dulu pake jne atau jnt pasti hampir seminggu nyampenya"
"233","Negatif",-1,"lagi migrain parah tau kurir sicepat dtg buat pick  naik pitam bgt gue pen gue bacotin grgr abgnya bikin ket reschedule  seller pdhl dtg pick  jg ngga tp yg dtg bukan kurir yg pgn gue bacotin wkwkw lucunya migrain gue ilang grgr emosi pdhl seharian gue tergeletak lemah"
"234","Positif",0,"udah senengseneng paketku sampe eeehh jebol ðð jangan dibiasakan pelihara maling sicepatekspres"
"235","Positif",0,"   package    shipping    yesterday  fri    arrived  afternoon tokopedia sicepat"
"236","Positif",1,"kalo mau kirim salam ke mbaknya pake  ongkirnya berapa"
"237","Negatif",-1,"hi buat own  yg  admin rekap  pack dom bandung bisa bgt dm aku  terbiasa packing  safepacking  shopee freeong  bisa rekap memakai spsexcel  dekat ekspedisi jnt jne sicepat id express amp  anteraja sudah sering pickup  bahan bisa dari own aku  fee bisa dibicarakan"
"238","Positif",1,"tumben banget paket sicepat dari jakarta sampenya  harian"
"239","Positif",0,"namanya doang sicepat tp lambretaaaa"
"240","Positif",0,"sicepat ini paketku kamu taro dirumah siapa"
"241","Negatif",-2,"emang beda  dan  padahal staging dekat sicepat kalau dibandingkan jnt keseringan pakai jnt kurirnya jam  pasti lewat depan rumah  sicepat jarang mondarmandir ditempat saya sudah bener pakai jnt"
"242","Positif",0,"min ini paket kenapa stuck ya dari kemarin bisa tolong di follow  hari ini terima kasih  "
"243","Positif",0,"kalo pake sicepatjnt tu medan ke jakarta berapa lama ya skrg"
"244","Positif",0,"sicepat gg gemink"
"245","Positif",0,"buka jne atau sicepat enak keknya"
"246","Positif",0,"nih sicepat gila cpt banget paket dr tangerangsby nyampe  hari doangððð bye jnt"
"247","Positif",1,"sicepat stress bgt dah di drop ke counter jam  dari jaktim nyampe depok sore ini dong ððð"
"248","Positif",0,"sicepat emg beneran paling bisa di andelin dah"
"249","Positif",0,"ih untung yang disobek kaga ngepas pc nya sicepat anjeng baru kali ini nerima paket sobek ð"
"250","Negatif",-1,"sicepat harusnya ganti nama jadi terlalucepat estimasi barang sampe  hari ini datangnya  hari ðð"
"251","Positif",0,"sicepat ððððð"
"252","Positif",1,"sicepat lo kenapa cepet bgt anjrid baru dikirim tadi pagi skrng udh otw rumahððð"
"253","Positif",0,"tidak lagi menggunakan sicepat kecuali kalau terpaksaðð"
"254","Negatif",-1,"lambat   ujungujungnya beli lagi di toko ð"
"255","Positif",0,"sicepat eta emg beneran cepatt"
"256","Positif",1,"sicepat lumayan baik disini kurir yang problematic udah gapernah nganter ke rumah lagi maybe diganti"
"257","Positif",0,"sicepat beneran cepet nyampenya si"
"258","Positif",0,"sicepat sicepat"
"259","Positif",1,"sengaja banget pesan  di  semarang pake kurir yg beda atas pake jt express bawah pake sicepat dan pemenangnya adalah"
"260","Positif",1,"sicepat flop bgt  hari gk sampe perkiraan sampe besok ð pake jnt  hari sampe emng paling bnr pake jnt aja"
"261","Positif",0,"ketika baru  detik bangun tidur siang dan tibatiba pak kurir sicepat ngasih paket sambil foto diemdiem ekspresiku"
"262","Negatif",-3,"info penting berhubung dengan adanya erupsi yang terjadi di gunung semeru kami infokan adanya kendala pengiriman paket untuk wilayah  malang  kecamatan ampelgading dan tirtoyudo lumajang pasirian  kecamatan pronojiwo tempursari dan candipuro prayforsemeru"
"263","Positif",1,"ke sicepat pake daster diketawain gak"
"264","Positif",0,"sicepat ngebut banget aakk suka ðð nggak ada notif apaapa udah nyampe aja barangnya di rumah ðð"
"265","Positif",0,"kalo pake sicepatjnt tu medan ke jakarta berapa lama ya skrg"
"266","Negatif",-1,"sumpah cs sicepat ga ada yg beressssssðððððððð"
"267","Negatif",-1,"paket dgn resi  kapan dianter ke rumah ya dr kmrin statusnya telah diterima di semarang ung ð "
"268","Negatif",-3,"jbrfess rek sicepat sumbersari sebelah mana ya bisa ga sih ambil barang kesana langsung"
"269","Positif",0,"demi apa siin ini enakeun bgt dipake nya murah lagi hahaha thanks  ð   â   yeayyy thank nder"
"270","Negatif",-1,"sicepat ganti nama jadi silelet aja sana"
"271","Negatif",-1,"kak ayolaaahh balas dm saya "
"272","Positif",0,"customer servicenya kenapa lelet sekali kak ð "
"273","Negatif",-2,"sicepat keabisan burok apa gimana huhu tumben paket gue belum jalan"
"274","Positif",0,"jawab dm min "
"275","Positif",0,"kurir sicepat wibu"
"276","Positif",0,"jnt pontianak timur nih boleh dah besaing  shopee express lomba siape paling lama antar barang sicepat tier teratas kalo tentang kurir"
"277","Positif",0,"demi allah gerak lo lamban banget  ðð udah laporan dari jumat follow  mulu kaga diproses elah"
"278","Negatif",-1,"guys kalo oren dari medan pake jntsicepat tu berapa hari ya kiraâ"
"279","Negatif",-2,"ini nih yang bikin bahagianya doubledouble di bulan ini ð siapsiap borong belanjaan di promo  makin banyak dan makin puas kirim pakai sicepat halu ongkirnya paling murah harga mulai  ribu ð sicepatekspres halu harbolnas bersatuuntukmudah"
"280","Positif",0,"ekspdsi sicepat berulah lagi gak"
"281","Positif",1,"kirim paket di  tanggal  november baru datang hari ini itupun yang datang sap express"
"282","Positif",0,"sicepat jasa kurir pake  flash"
"283","Negatif",-1,"gue males berurusan sama org goblok tapi klo msalah ini tunggu aja abis lo barang org gadikirim pas mau diambil gabisa otak dong pakeeeee "
"284","Positif",0,"balikin paket gue "
"285","Negatif",-3,"ayolah  kenapa pelayanan kalian hanya mengulur waktu saja saya tidak memaksa kalian untuk segera antar paket ke rumah saya sangat bersedia ambil langsung di kantor apabila tidak memungkinkan paket datang hari ini tapi prosesnya dipersulit dan banyak babibu"
"286","Positif",2,"anteraja vs sicepat kita tunggu mana yg lebih dulu nyampe wkwkwkkw"
"287","Positif",1,"hah apaan sicepat dari makassar ke bekasi cuman  hari ðð"
"288","Positif",0,"mo nangis knp sicepat tapi dia lama"
"289","Positif",1,"emng mantap sih sicepat ini tiba paket mau dianter aja ke rumah"
"290","Negatif",-2,"hallo  bisa dibantu gak ya paket  dari tanggal  gak tau udah dimana biasanya paling lambat  harian udah sampai ini udah seminggu gak ada kabar minimal update posisi barangnya biar tau ð"
"291","Negatif",-4,"beli di tokopedia kurirnya sicepat dah  gk mau berburuk sangka si  cuma mau ovt biasa aja di akun  bolong segede gini tu bisa ga si gara di perjalanan atau gara sengaja disobek padahal  gak pesen yg ada pc bts nya juga kelupaan isinya ga berat kotak cat rambut"
"292","Positif",0,"halo min  tolong cek dm thanks"
"293","Negatif",-2,"sicepat kalo nanti sore tuh barang ga nyampe juga udahlah lu jelek banget"
"294","Negatif",-2,"wa nya sicepat klik kok gak aktif min  yuk tukarkan poin gres kamu  dapatkan evoucher  yang bisa ditukarkan dengan  poin gres buat kamu yang belum punya poin gres yuk daftar melalui  dan tingkatkan terus pengirimanmu menggunakan sicepat ekspres berlaku hingga  januari "
"295","Negatif",-1,"cs  nama niko udah jelas nyasar dibilang tidak udah salah bego ngegas pula wkwkw"
"296","Negatif",-1,"ini paket gue gmn dah ganti nama aja jadi silambat biasanya pake jasa kirim lain  hari ini sampe seminggu lebih wtf  "
"297","Negatif",-2,"paket saya nyasar udah dua hari diem ga gerak mana kena criss cross lagi cek dm please thx "
"298","Negatif",-1,"pake  dijamin paket nyasar terus paket  criss cross  nggak ada solusi dari cs makasih atas pelayanannya yg bobrok ya sicepat"
"299","Positif",0,"bisa bisa dr jnt gw pindah jd sicepat dh lama bener pick  nya alamat jam set  di pick  nya ini mah anyinkkkkkkkkððððð"
"300","Negatif",-1,"lupa ganti kurir kargo nya ke sicepat jadinya pake jne kargo ð alamat tahun depan sampe barangnya"
"301","Positif",0,"overthinking paketan sicepat masih stuck di jakarta tapi emang biasanya gitu tiba dah nyampe ajað"
"302","Negatif",-2,"setelah sudah selesai berkutat menguli menjadi yang tercepat di sicepat lanjutlah aku saat ini di menjadi si kantoran di pancoranð"
"303","Negatif",-2,"haloooo barangkali ada yang  admin packing atau butuh jasa packing buat event aku bisa banget ya ð dom jakarta selatan deket ekspedisi jnt jne sicepat punya akun shopee dan tokped juga yang udah free ongkir bahan packing bisa dari aku testi dm aja yaaa ð"
"304","Positif",0,"biar aman jangan lupa foto dulu sama abang  yang banyak senyum hahahah"
"305","Positif",0,"ku kira sicepat  benarbenar servicenya kayak review orangorang bakal dateng lebih cepet timbang estimasi eh malah lebih lama tau gitu pilih ekspedisi yang murah ð"
"306","Positif",3,"asli pada kenapa si kurir sicepat kemaren kurir pickup sicepat ku misuh keras banget depan rumah sampe ditanyain ortu  beli barang di  kurirnya  malah chat mesum ke buyer"
"307","Negatif",-4,"halo  paket saya dengan resi  gimana kabarnya ya dari  desember ga berprogress padahal udah di bantul saya jg di bantul sudah sampai manakah dan sedang diapakan kah terimakasih"
"308","Positif",0,"ngalah ngalahin sicepat kalo request "
"309","Positif",0,"ini sicepat bnrn ngirim jam sgini kh"
"310","Negatif",-3,"wow shopee express sekarang mulai menyaingi sicepat ya seneng bgt kalo paket gak ampe sehari dateng tuh ððð"
"311","Positif",0,"penasaran sama parfunnya mas mas sicepat dianya baru didepan aja wanginya dah kecium sampe dalem apotek"
"312","Positif",1,"thank youu  keceee bgt packing amann poll tebel batss buble nya  thank  freebies nyað btw gila sicepat bali ke ckg cmn sehariððð emang cocok bgt namanya sicepat gokill gokilll abiesssððð "
"313","Positif",0,"cek dm "
"314","Positif",0,"halo  wanna  thanks   akhirnya paketku sampe juga"
"315","Positif",1,"sicepat ini gak sesuai namanya"
"316","Positif",1,"sicepat emang terbaik estimasi sampe  hari dia sehari sudah sampe ðð"
"317","Positif",0,"gt  beli barang di tokopedia gt gt  kurir sicepat gt gt  tulisannya estimasi tiba  desember gt gt  malah nyampenya tanggal  kecepetan"
"318","Negatif",-2,"masih amaze masyaa allah sama kurir  co tokped tanggal  paket udah di malang hari ini besok tinggal kirim beda sama si aa yg gak jelas update resinya ððââï  plis gratis ongkirnya jangan dipilihin ekspedisi aa lagi dong"
"319","Positif",0,"ini sicepat kenapa jadi silambat sii"
"320","Positif",0,"cek dm min "
"321","Negatif",-1,"menghadeehh kurir sicepat yg hari ini nggak becus sebel paketku jd di antar ulang ð mau kurir yg biasanyaa aaakk ð"
"322","Negatif",-1,"makasih kurir sicepat mau nganterin paket malemmalem plus mati lampu"
"323","Positif",0,"demi allah lemes dah gue nangis aja fuck sicepat"
"324","Positif",0,"hobi ko ngecek resi sicepat"
"325","Negatif",-1,"elah udah pengaduan juga dari tadi malam kirain bakal di antar besoknya padahal pengiriman satu kota pas lihat di tokped buat lacak lagi tetap aja belum diantarkan emang jelek banget dah sicepat"
"326","Positif",0,"   sicepat â   live    name  lah"
"327","Negatif",-1,"jatoh cinta sama sicepat"
"328","Positif",0,"sicepat pick  paket buyer sy dong bsk keknya sy mau pergi "
"329","Negatif",-3,"ini gw sabar ya sicepat sampe besok paket  blm sampe awas aj padahal udh di kota sendiri dah bingung gw lama lamaa"
"330","Positif",0,"dnsjsj emang paling top sicepat"
"331","Positif",0,"beli slow feeder soju dikirim tgl  des kurirnya sicepat hari ini udah nyampe beli dehydrated sarden soya dikirim  nov pake anteraja sampe skrg belom nyampe ð"
"332","Positif",1,"bahagia adalah ketika paket yg harusnya butuh  hari sampai jadi cuma  hari free ongkir tokped biasanya  hari mantap kalian   "
"333","Positif",0,"ini sicepat knp gak ada yg pick  paket gue"
"334","Negatif",-1,"sicepat tumben lama bener nganternya mo pergi jadi ragu wee "
"335","Negatif",-3,"halo ada yang lagi butuh admin packing aku bisa nihâ â dom jakarta selatan â dekat ekspedisi pengiriman jnt shopee express sicepat â bahan bisa dari aku atau dari kalian â sudah pernah packing pc ã â fee bisa dibicarakan kalau minat bisa langsung dm  ya"
"336","Positif",0,"sicepat   ðâ"
"337","Positif",0,"kenapa tokopedia cuma ada sicepat yg tidak cepat solokendal lo kok ya sampe  hari urgent lagi"
"338","Positif",3,"sicepat skrng lambat banget sih dulu  hari dah nyampek skrng kudu sabar  hari ke atas baru nyampe rumah nasib anak kalimantan ongkir mahal ð"
"339","Positif",0,"sicepat yang lama"
"340","Positif",0,"sumpah lama bgt  gue udh nungguin anjir capekðð"
"341","Negatif",-1,"ku mauu jadi admin packing  ada yang mau hire ngga wkwk dom jkt sekitar rumah tersedia semua ekspedisi jnt tiki sicepat jne shopee ðð"
"342","Negatif",-1,"ggask aku set pickup sicepat jam  sore hari ini dibilang nya kurir gagal pickup karena paket belum siap padahal gaada kurir yang dateng ke rumahkuð ini aku harus gimanaa biar besok bisa dipickup lagi"
"343","Positif",0,"sicepat lama amat"
"344","Negatif",-2,"cara bikin sicepat tanggung jawab gimana sih anjing paket gua rb ditilep  fuckkkkkkkkk"
"345","Negatif",-2,"halo  ini cara tau  tlp kurir gimana ya"
"346","Positif",2,"jnt jne gini nihh lama banget wkwk klo jajan di os pjawa pasti sampainya  harian meanwhile anteraja cm  hari sicepat  hari  kirim paket pake jnt dr kota ke kabupaten sampainya  hari padahal jaraknya bisa ditempuh kendaraan jam ajaðð kalo beli di os dikirim pake anteraja dr jkt ke rumah sampainya  hari loh ð"
"347","Positif",0,"sicepat kon"
"348","Positif",0,"sicepat emng   ya ð sellernya baru kemarin kirim sekarang udh otw rumahku ð"
"349","Positif",2,"sicepat emang beneran cepet banget ye fav laah"
"350","Positif",1,"paket masker aja sampe jebol  sengaja dibobol gini aku gatau ya gaada yang hilang sih tapi heran aja biasanya pake sicepat jg aman ajaðð"
"351","Positif",0,"cek dm min tolong dong paketku segera di pickup custku uda nungguin "
"352","Negatif",-3,"kenapa kok lama ya tidak sesuai dengan estimasi sampai sekarang belom datang serta anehnya kok sampai  kali antar ulang dan dikembalikan ya sicepat "
"353","Negatif",-1,"yuhuu sahabat kalau kamu disuruh pilih hadiah akhir tahun ini kamu mau pilih yang mana nih  kamu mau iphone  atau samsung galaxy  ultra jangan lupa follow dulu instagram  ya biar gak ketinggalan info giveawaynya ð giveaway hadiahakhirtahun"
"354","Negatif",-3,"asyiknya pake   diajak jalan jalan keluar jawa gagal deh transaksi ane pembeli minta cancle  sicepat"
"355","Negatif",-1,"nanya ke abang kurir tmpt anter aja di mana pas abangnya pergi gua bengong dia kan kurir sicepat ðð maksud gua sicepat yg mau ditanya ð"
"356","Positif",0,"kurir  lemparlempar paket berisi harddisk untung terekam dan dipanggil sempat bohong kalau sudah memanggil sebelum melempar barang yang gak tau isinya apa"
"357","Negatif",-1,"ini gada rencana mau dianter gitu  itungannya dalam kota loh masih satu propinsi malah jalan dulu lintas kabupatenga sekalian ke kulonprogo sama gunungkidul dulu ini barang elektronik dan rentan lagian harganya ga murah "
"358","Positif",0,"pengiriman dari bali ke jakarta pake sicepat reguler tuh biasanya berapa hari sih "
"359","Positif",1,"baru kali ini ngalamin salah alamat sampe salah kirim ke kota lain ð telpon cs cm dibilang sudah proses pengantaran ke alamat yg benar cs wa slowrespon dan baru minta konfirmasi alamat pdhl katanya udah dikirim gimana  ð padahal paketnya butuh cepet"
"360","Negatif",-1,"ngurusin siskaeee cepetnya ngalahin sicepat ngurusin kasus anggotanya merkosa udah kek siput"
"361","Positif",0,"min hlo cek dm yah "
"362","Negatif",-4,"ada tulisan fragile sama lakban jangan dibanting tapi dateng kayak dah dipukul massa babak belur koyak kayaknya kebiasaan suka buka paket org dah mendarah daging di "
"363","Positif",0,"gilak cinta bgt gue ama abg sicepat cilegon"
"364","Negatif",-1,"haloooo min paket saya dengan  resi  keberadaannya sudah dimana ya "
"365","Negatif",-2,"sistem pickup shopee sama sicepat tuh gmn sih aku jadwalin pickup yang jam  sore malem kok jam segini udah dateng  kan jd ga enak kalo belom siap"
"366","Positif",0,"sicepat selalu ngagetin check  kemarin siang di resi ecommerce nya masih di jkt tp tau sekarang dah sampe"
"367","Negatif",-2,"ga ngerti lagi anjrit sama sicepat cepet bgt gue kaget"
"368","Positif",1,"sicepat emang betulan cepat padahal tadi cek barang masih di jakarta ðð"
"369","Positif",0,"tvn tumbalnya ini aja gw kirim pake sicepat nih ðððððð happinessep"
"370","Negatif",-5,"ini kalo sampe paketku ilang awas aja ya sicepat orang beneran ga ada paket dateng ga ada yang nerima kok terteranya paket sudah diterima gendeng po"
"371","Positif",0,"woi udah  bulan mana tanggung jwb nya balikin barang gue woi ditanya cuma jwban nya bgitu terus ga kasih solusi sm skli "
