,x
633,"Bayangkan gr"" sicepat tuh PC 2,5jt ku hampir hilang ðŸ˜­ðŸ¤§. Bukannya gmn"" ya kl invoicenya full oke lah (tp jgn jg sih).. lah ini gue CO cuma 9 ribuðŸ˜­ðŸ¤§ sicepat bikin emosi bgt asli udah. Ga napsu makan brp hari. Untung gue ada nomor buat komplain"
634,WTS (Want To Sell) PC BTS x TOKOPEDIA (event terbaru / november) PC TOKOPEDIA SUGA YOONGI HOLO Ada damage sesuai pict Price 40K Gostore only (freeongkir up to 20K via sicepat/jnt) tags wtb wts bts tokopedia photocard suga yoongi ina
635,love hate banget sama sicepat
636,Kurir sicepat lagi lelah letih lesu apa ya?
637,Knp skrg Sicepat mulai lambat ya â˜¹ï¸
638,fakyu @/sicepat_ekspres
639,cepet banget paket aku sampenya seriuslaaaaa sicepat ni mang dahlah besttttðŸ‘
640,Sicepat beneran ekspres njir ðŸ˜­ðŸ‘ðŸ»
641,sicepat gak cepat lagi <\3
642,"Dulu dulu kalo belanja di olshop selalu pilih ekspedisi sicepat, karna bisa sehari sampe. Skrg skrg sicepat kok malah jadi silambat ya ðŸ˜† malah jadi cepetan jnt"
643,Mau sungkem sama sicepat gila beneran udah kek jinnya nabi Sulaiman alias cepet banget nyampeðŸ˜‚
644,"Perasaan dulu SICEPAT HALU masih cepet, skrg malah J&T yg cepet sampe"
645,de tgl 29 nov sampe 2 des ðŸ˜Œ @sicepat_ekspres
646,sumpah lu ngirim paket pake apaan anjir cepet banget padahal reguler?!?! @sicepat_ekspres
647,SiCepat daerahku sekarang sering banget kena criss cross. Kurang nice sih.
648,"Hati senang jika pesanan di @tokopedia dapat kurir @sicepat_ekspres tujuan Kota #Makassar..ðŸ¤©ðŸ¤©ðŸ¤©. Lain hal jika dapat @anteraja_id & mutlak #underestimate, masih tetap saja perform gitu #lambat. Gitulah sejak dari bulan lalu lalu tetap tak berubah #nasib nya.ðŸ‘ŽðŸ‘ŽðŸ‘Ž"
649,10 Layanan Sicepat Yang harus Kalian Ketahui
650,Pagi min @sicepat_ekspres mohon cek resi 002836324385 tidak ada pergerakan sejak kemarin. Mohon dipercepat pengirimannya. Terima kasih
651,"wah tumben bgt pake jasa pengiriman @sicepat_ekspres jadi lama bgt nyampe nya, biasanya sebelum estimasi tgl nyampe udah nyampe duluan. keterangan udah ninggalin jkt to smr. ga nyampe bxt juga. mungkin lg overload yaa. barangnya di pake buat kerja padahal ðŸ˜‚"
652,sicepat ko ga jalan jalan sihhhh katanya cepettt
653,"Sicepat itu sebenernya udah bagus Yang di Semarang Ini yang di Jakarta ga tau kenapa ngirim barang 3 hari ga kelar kelar Hari #1 ga diambil ama kurir Hari #2 baru diambil sorenya Hari #3 statusnya masih ""keluar dari jkt"" Lagi pada demo mogok kerja atau gimana lamma bener"
654,"Besok2 beli2 sesuatu pengirimannya pake @sicepat_ekspres aja, @jntexpressid luar biasa lambat pengiriman 4x estimasi waktu biasanya ðŸ˜…"
655,Macrame KeyRing/Bag KeyChain Motif B Rainbow. ðŸ’° Only 12k ðŸ“¦ P.O 7 Hari ðŸ’¸ Order via DM or Inbox ðŸ’Œ Cash/Dana/Mandiri/Shopeepay ðŸš› JNT/JNE/TIKI/SICEPAT/COD daerah Bandar Lampung Pengiriman Seluruh Indonesia #macrame #walldecor #decor #keyring #Accessories
656,WTS / WANT TO SELL ðŸ›’ PC BTS x Tokopedia Event Baru dan Lama âœ… PC sesuai pict âœ… 55K (saldo gopay minimal 95) âœ… More info DM aja ya ðŸ› Gostore only (freeongkir up to 20K via sicepat/jnt) Tag : wtb wts pc suga jin taehyung jimin jhope jungkook tokped bts Tokopedia photocard
657,NAHA UJUG UJUG DIINPUT DI TANGERANG??????? pls deh sicepat biasanya ngga gini loh:( biasanya cepet sampe makanya ak pake sicepat trs:(
658,SICEPAT LURRRRR â€”â€”â€”â€”â€”â€”â€”â€”â€”â€” Citilink PK-GTK A320-251N
659,"bener2 yaaa sicepat bener2 cepeet bgttt asliii dahhh, kurirnya ini pake teleport ya?!! tercinta bgt emang @sicepat_ekspres"
660,"sicepat BENERAN CEPET bgt asli kalo ngirim paket gue sengaja beli cod biar dtgnya 3harian lagi besokannya udh ""paket"" untung lg ada duit waktu itu.."
661,Sicepat ndak gerak-gerak.
662,"Ini aku yg lagi apes atau emng @sicepat_ekspres yg uda ga sesuai namanya ya? Paket dr tgl 26 sampe sekarang lom dianter. Mondar mandir di gudang mereka. Ampe gnti kurir lagi. Hadeh, ga sesuai ama nama."
663,"ini sicepat tumbenan banget ngestuck paketnya, biasanya kaya buroq cepet banget"
664,"Tadi mau ngirim paket kan di @sicepat_ekspres tapi malah dioper ke ekspedisi laen, dan katanya lagi gabisa? Maksudnya gimana deh? Lagi gangguan ape gimane?"
665,"Ini sicepat asli ya udah nelfon dr jam set8 sampe jam 10 kurang blm sampe juga, gua ngantukðŸ˜­"
666,"ðŸ“¢Diskon alerts ðŸ“¢ Sekarang belanja skincare bisa dapet : âœ”ï¸ Cashback langsung segede ini?? âœ”ï¸ Free ongkir seluruh indonesia (Reguler maupun next day) âœ”ï¸ Bisa kirim seluruh indonesia ya guys pake pengiriman jnt, jne ataupun sicepat"
667,"Nih kejadian lagi @sicepat_ekspres sy ada barang udah siap, ga ada yg ngabarin pickup gada yg ngetok gada apa2 tiba2 update ginian...maunya apa seh...apa sih gimana ini @tokopedia @TokopediaCare perhatiin nih apa mesti saya disable fitur free ongkir saya..."
668,"Mun sicepat atau jnt biasana jogja-bandung sehari geus nepi, ieu anteraja teu maju maju ti kamari di sleman"
669,"jam 11 siang barang didrop di depok, jam 7 malam udah sampe sicepat pake buroq apa ya"
670,cah lek dadi kurir mending jnt sicepat opo anteraja menurutmu?
671,Sicepat beneran cepet bener njir dikirim jam 9an pagi eh skarang dh nyampeðŸ˜­
672,"cah lek dadi kurir daerah plat AG mending jnt,sicepat, opo anteraja ?"
673,"Judulnya â€œSiCepatâ€ tapi lemot sumpah. JKT - JBG biasanya pakek Joo Dan Tae cuma 2hr, eh yang seharusnya lebih cepat malah sudah 4 hari nggak sampai juga ðŸ˜­ Aku teh kudu piye?"
674,kurir sicepat pengiriman jalur setan kah kok udh sampe
675,"Akhirnyo teraso beli di syopi pesen pagi sampenyo sore, krn toko di palembang gercep packing, kurirnyo sicepat :) biasonyo sesamo palembang paling cepat besoknyo"
676,hdh bsk blm diantar bnr2 lu sicepat
677,akibat balapan sama sicepat RT @Walskeee: Smlekum paket
678,Ngapain nanya sama kurir sicepat siðŸ˜­ RT @seokjinjuseyyo: 114. kasian dikit
679,Aduh nyesel bgt gue pake anteraja paket gue stuck ampe skrg dr tgl 28 anj nyusahin dh klo gt mending pake jnt/sicepat gue
680,Tumben SiCepat lama ðŸ™„
681,guys mau nanya serius jne tuh cepet gaksih? gue biasanya pake sicepat atau jnt soalnya
682,"Asli sih ini sicepat lagi gercep banget pengirimannya. Belum 24 jam sesudah kirim dah sampe rumah aja. Udah yg ke 2 kalinya beruntun nih begini, semoga aja seterusnya deh gercepnya wkwk"
683,SiCepat yang lelet!
684,Feeling gue jelek mulu emg tiap dapet ekspedisi selain sicepatðŸ˜­
685,Dari kasus receh pempek palembang ini akhirnya saya sadar kalo @tokopedia @TokopediaCare @sicepat_ekspres TIDAK PRO UMKM dan TIDAK PRO KONSUMEN!!! #uninstalltokopedia
686,Di Balik Aksi SiCepat Borong Saham Digital Mediatama (DMMX)
687,"Ga sekali dua kali loh? @sicepat_ekspres Tolong edukasi kurirnya lagi thx. RT @peachxssya: anjir tai, paket tokopedia bts pc aku dijebol bangsat @tokopedia"
688,Kurir sicepat pd kenapa sih anjg
689,Emosi banget sama sicepat
690,Ini butuh 27 jam banget kah untuk pickup barang? @sicepat_ekspres ðŸ˜”
691,"jasa paket @anteraja_id kenapa lemot ya , pdhl kalo pke jasa @sicepat_ekspres 3 hari sampe slalu tepat tdk telat , eh kena jasa anteraja sdh 5 hari blm ada kabar , track pun tdk jalan"
692,sicepat sicepatt semangattt
693,"ini sicepat pake jin apa gimana dehh nganter nyaa??? pengiriman dari semarang-bogor gak sampe 24 jam???!! terus paket datang dengan aman, DAEBAKKK!!"
694,Gimanasih ini @sicepat_ekspres kirim paket cmn di 1 kota udah 5 hari ga sampe2â€¦ ini 1 kota loh tp kok lama bgt..
695,"ekspedisi sicepat ada masalah apaan si, paket gue sesama kota biasanya sehari sampe ini udah 3 hari gak belum smape juga malah muter jauh ke kota lain, stress apa gimana tai"
696,"sicepat bangke lo, paket gue dijebol. 20 ribu gue tai"
697,"ini sicepat mana si ko ga pickup"""
698,"Pesen barang kmarin dr jkt, hari ini udh sampe. Sicepat memang mantap"
699,Beh sicepat BEST beli barang dari Jakarta td pagi. Jam 4 sudah nyampe barangnya ðŸ¤·â€â™€ï¸
700,surely buat siapapun jangan pernah pakai sicepat. benar2 gak pernah sebegininya dengan jasa logistik sampai seperti ini. order barang pengiriman medan - jakarta 8 hari gak sampai2. sudah telpon cs berkali2 info toko tutup jam 4:30 @sicepat_ekspres
701,ini knp ya? duh barang udh ditunggu2in juga!! @sicepat_ekspres
702,"arek jaman saiki sek smp kok isok uwayu ngene yaa, raiku mbien pas smp kok koyok logo sicepat ilo cokðŸ˜­ RT @matematilove: balik sekola"
703,Cdm ya @sicepat_ekspres
704,"jasa kirim si hemat di marketplace oren jg blm pernah tuh nunda2 paketan sampe berhari-hari. udh paling murah, lbh cepat lg kyk namanya @sicepat_ekspres"
705,Baru kali ini salah kirim paket. Baru sadar pas udah di-pick up sicepat. Otak kenapa sih hari iniðŸ˜“
706,Paket saya ko terus dikembalikan ya min? Tolong dong gimana solusisnya? Kurir nya juga ga ada nelpon @sicepat_ekspres
707,"aelah gegara sicepat lelet bgt ini, anj"
708,"sicepat lemot bgt, kesel bgt elah"
709,"halo! ada yang lagi butuh admin packing? aku bisa nihâœ¦ â† dom jakarta selatan â† dekat ekspedisi pengiriman (jnt, shopee express, sicepat) â† bahan bisa dari aku atau dari kalian â† sudah pernah packing pc 3Ã— â† fee bisa dibicarakan kalau minat bisa langsung dm @peachnty ya^^"
710,"Ini kurir daerah gw tiap mau pickup alasannya gini mulu, padahal udah siap dan kurir gak ada yg kesini, hubungi aja gak. Ini udh ke beberapa kali loh @TokopediaCare @sicepat_ekspres"
711,pensiun karna masuk @sicepat_ekspres rupanya
712,Sicepat kenapa lama bgt ngirimnyaðŸ˜­
713,sumpah sicepat serem bgt ky dikirim pake jinðŸ˜­ðŸ‘ðŸ»
714,SUMPAH SICEPAT NI NAIK BUROQ YA? APA PAKE KEKUATAN JIN TOMANG?ðŸ˜­
715,sicepat apa anjing gaada celat cepatnya
716,Minn cek dm dong tq @sicepat_ekspres
717,"Wah sudah menjelang akhir tahun aja nih Sahabat? Menjelang akhir tahun ini apasih hadiah yang pengen banget kamu dapatkan? ðŸ˜Š Yuk coba share di kolom komentar, siapa tau SiCepat bisa kabulin keinginan kamu ðŸ˜ #SiCepatEkspres #BersatuUntukMudah #AkhirTahun"
718,masih takut tapi emang terbukti sicepat buroknya pengiriman lokal
719,SiCepat Reguler sekarang udah ga cepat lagi
720,Sicepat cargo ini lama ya
721,kena tipu sicepat. beli barang estimasi sampai tanggal 8. sampainya tanggal 1. ckckck
722,Jual teh pocinya di tunda dulu ya gaes... Masih harus slesaikan puzzle nya . #teh #kopi #susu . #payattention #kurir #jne #jnt #anteraja #sicepat #dakotacargo #indahcargo . #jangandibanting #dilemparaja #fragile
723,Mas sicepat fav Because always ramah bangetðŸ¤£
724,Hallo @sicepat_ekspres bisa koordinasikan pengantaran paket 001612172119 dan 001612172118 hari ini???
725,Komplain DM sama @sicepat_ekspres gak ada respon sama sekali .
726,kenapa anda sekarang lelet heeyy @sicepat_ekspres wkwkwkw. pesen part motor saya tuh ini. udh lama ngebangke. tolong lah aduuhh. mekanik udah protes ini bnyk gawean terbengkalai gara2 nunggu dtg.
727,abang sicepat cepet pickup paket q donk ples
728,"Baru mau misuh2 gara2 tadi pagi status pesanan masih di jakarta utara, akhirnya chat langsung admin nanyain kok msh stuck disana. Eh ternyata dikonfirmasi lg paketnya udah di kota ku dan tinggal anter kerumah cuma di shopee emg statusnya lagi error (?) Sicepat emg cepat ternyata"
729,sicepat tdi nelpon paket yg mana nie
730,"sicepat lama bgt, takut dijebol"
731,"sicepat tuh keren, aku lg di sklh keluargaku pada kerja, di infoin(chat) paket di simpen dimana. semoga sicepat ga kaya yg sebelah deh banyak masalah"
732,"Yuk, tukarkan poin GRES kamu ! Dapatkan E-Voucher 30k yang bisa ditukarkan dengan 30.000 poin GRES Buat kamu yang belum punya poin GRES, Yuk, daftar melalui  dan tingkatkan terus pengirimanmu menggunakan SiCepat Ekspres! Berlaku hingga 20 Januari 2022"
733,"Halo @sicepat_ekspres saya nunggu udah 2 hari, tapi barangnya belum dipick up ini gimana? Butuh urgent. Padahal estimasi datang hari ini, tapi belum dipick up? Mau datang kapan? Ayolah u can be better"
734,"kecewa banget gue, udah minta pake sicepat eh dikirimnya pake @JNECare mana di resinya dibilang udah sampe. ""pastikan nomornya selalu aktif ya kak"" halah tai. gue kemaren nomornya aktif aja gak ditelfon malah tiba2 dibalikin lgsg ke cilegon bukannya ditelfon dulu. mengecewakan."
735,"Gila sicepat lama banget ya, paket gue dari medan dari tgl 29 pagi masih di medan medan jugaa katanya tempat sortir ckckckk klo kalo JNT hari ini dah nyampe lol ðŸ˜‚ @sicepat_ekspres sayang penjualnya cuma nyediain ekspedisi sicepat jd ga bisa milih ckckck"
736,"hadehh paket gie terombang ambing, tumben sicepat lamban bgy @sicepat_ekspres"
737,Kasih tak sampai ? Pakai SiCepat aja. Sehari sampai #cover #coverlagu #coversong #padi #kasihtaksampai
738,"paketku make sicepat criss cross, trs search di twitter pake keyword itu, ternyata emang sering criss cross dhhh elahh"
739,"Kemaren albumku op 2 kena bodong semua cd, dan perintilannya ilang pake sicepat makanya degdegan waktu nunggu sisanya ampe nazar beginiðŸ˜­ Aku beli sealed tp plastik bawahnya pas di aku udh kebuka lebarðŸ¥² RT @hoshimering: @dontlockhsw Btw congrats albumnya mendarat dgn selamat, emg skrg deg2an kalo nunggu paket ganteng mahðŸ˜­"
740,mending jnt apa sicepat? -dips!
741,"Halo bagi kakak2 yg butuh #Admin Nyelem SellKor #Admin Packing & Rekap * Perlengkapan Packing dr aku, * Rumah Deket J&amp;T,JNE,Shopee Exp, IDExp,SiCepat,Pos (Tinggal jalan kaki) * Bisa kirim kapan aja. * Pengalamaan Packing GO * Bisa kirim luar negri #ZonaUang #ZonaBU"
742,haii kalian paketnya pernah gini ga dari hari minggu ga berubah status nya pick up terus aku chat sicepat nya suruh minta nota bukti pick up terus aku chat seller nya buat minta nota nya katanya suruh tunggu max minggu iniðŸ˜­ aku takut paket nya hilang doangðŸ˜­ðŸ˜­ðŸ˜­
743,"tumben bngt sicepat lama, kbnykn dipuji cpt cpt jd kek gini kli yaa"
744,Tumben sicepat lelet
745,CC: @sicepat_ekspres
746,Demi dah sicepat bnr bnr cepatðŸ‘
747,002836322846 ini di anter ke alamat hari ini kan? @sicepat_ekspres soalnya kado
748,kak tolong cek dm ya. terimakasih @sicepat_ekspres
749,"sicepat best knapa dah, 24 jam lebih ga muncul2 kurirnya @sicepat_ekspres"
750,"Min @anteraja_id minta bantu follow up ini, estimasi tiba hari ini tapi masih di hub juga? Trs ini next day, kok ya lama ya kalah banget sama sicepat atau jnt ðŸ˜…ðŸ˜µâ€ðŸ’« @TokopediaCare"
751,"sicepat ini pake buroq express ya, cepet amat nyampe nya"
752,"Halo, ini paketku kok di tempat sortir terus dari kemarin malem ya min? @sicepat_ekspres"
753,Sicepat benar-benar cepat
754,hadeh maybe we lost in translation ya mba seller maksud sy aktifin sicepat yg bawah ituu sicepat halu bukan sicepat regðŸ˜ª
755,kurir bestie ku di sicepat trnyata jga hype anime omg
756,anteraja tuh siapanya sicepat?
757,Pake sicepat biasanya cepet skrg lama bgt woyyy malesin
758,JANGAN PERNAH MENGGUNAKAN JASA EKSPEDISI @sicepat_ekspres PELAYANAN BURUK! 3x ANTAR ULANG GA TANGGUNG JAWAB!
759,bingung banget sama sicepat + erigo. sangat visioner
760,"Hari hari kacau sicepat, pindah kurir jadul dahh... Tiki-Jne"
761,"Lagi seneng belanja online dan COD an. Ga tau nya salah alamat ke Tuban. Untung @sicepat_ekspres ga se-cepat jariku. Semua masih terbantu untuk belok ke Surabaya. Makasih, Si!"
762,sicepat aneh bgt?? di shopee paket diterima padahal seharian gada paket??
763,"sicepat ini apa ya co, estimasi 3 hari tp sehari udah dateng. mantap bettttt"
764,"on the verge of a breakdown ,, tiba2 di miscall kurir sicepat, ""mbak saya mau anter paket malam ini, tunggu 30 menit lagi ya sampe"" ........ TT"
765,mas-mas kurir sicepat meresahkan
766,"tgl 28 co, tgl 29 dikirim, perkiraan nyampe tgl 2 tgl 30 jam 20.38 kurir si cepat nelfon â€œmba paket, saya di depanâ€ sicepat ni ye benerâ€ðŸ˜­"
767,Kurir sicepat nganter paket sampe malem ðŸ‘
768,Dear @sicepat_ekspres soal jemput paket emang ga bisa diandelin. Berulang kali kejadian kek gini. Ada konfirmasi apa-apa tiba-tiba aja status gagal pick up. Nyusahin Seller. Kalau jadi buyer emang sicepat bisa diandelin.
769,sicepat itu cepet gk
770,admin @sicepat_ekspres tolong cek dm ya
771,"halo min @sicepat_ekspres saya pesan barang di shopee baru dikirim kmrn, hari ini td katanya udh sampe tp gaada paket apapun yg sampe ke rumah hari ini, ps dilihat foto deliverednya ini bkn rumah saya gmn ya?"
772,"Jnt lama kek siput. Mending sicepat jauhh, mana kurir nya dah bestie ðŸ˜Ÿ"
773,"Pas di kampus jam 5 an tiba-tiba dapet telepon dari kurir sicepat. Perasaan tadi keterangan masih dijakarta, kok udah sampe rumah ajaðŸ˜­"
774,Sicepat kalo jam segini masih nganter gak yaâ€¦ rada kasian tapi notifnya muncul dari jam 5 tadi sedang menuju ke tempatmu.
775,"ada yg butuh/need admin packing? aku bersedia ya kak, dom Bekasi, udh sering packing jualan sendiri (pc + album kpop), rumah dkt ekspedisi (jne, jnt, sicepat, shopee express), fee bisa dibicarakan di dm, bahan packing bisa dr aku ya. #zonauang #zonajajan"
776,sicepat beneran cepet banget kayak namanya plsðŸ¥º
777,"Woyyy berkali2 kurir @anteraja_id bertingkah, dari paket berkali2 asal lempar sekarang maen geletakin aja di rumah orang, paket nyasar bilangnya penerima asli, makin ngaco aja, gak malu apa sama kompetitor kayak @sicepat_ekspres @jntexpressid @JNE_ID yg makin bagus pelayanannya"
778,sicepat prett gagal pick up DATENG AJA ENGGA? SAYA DI KAMAR NGERJAIN UAS KAMAR SAYA DI DEPAN DEKET PINTU RUMAH KEK??? GAMUNGKIN GA KEDENGERANðŸ¤¨ðŸ¤¨ðŸ¤¨
779,Min @sicepat_ekspres ini tolong segera di pick up ya. Nomor resi 002837239596 dan 002836981161. Belum ada kurir ke rumah padahal tapi statusnya kayak gituðŸ˜¤
780,Mau colek perhatian @sicepat_ekspres. Tolong staff staff yang suka buka buka paket ditrgur ya. Ini baru sampai hari ini.
781,#NAME?
782,ANJIR SICEPAT GILA LO Iâ€™M CHOKED
783,"Sicepat, lambat kalah sama jne ðŸ˜ª"
784,"Halo min, saya ada paket dari tokopedia. Saya cek sore ini paket sudah sampai di tujuan, tetapi saya belum menerima paketnya sama sekali. @sicepat_ekspres"
785,Kenapa sicepat gak nyantumin nomor hp kurir kayak di jeente sih?? Gue tuh penasaran ini kurirnya nganter paket gue kemana sih masa udah dua hari paketnya udah dianter tp balik lagi ke gudang alasannya gak ada orang di rumah????? Halo gimana ini @sicepat_ekspres
786,"halo! aku lagi open admin packing nihâœ¦ â† dom jakarta selatan â† dekat ekspedisi pengiriman (jnt, shopee express, sicepat) â† bahan bisa dari aku atau dari owner nya â† sudah pernah packing pc 3Ã— â† fee bisa di diskusikan kalau berminat bisa langsung dm @peachnty ya^^"
787,gw gedeg mampus sm sicepat
788,"Wkwkwk shampoo doang loh ini, mau bgt di liat bgt sis isinya apa? Sampe rusak begini â˜ºï¸ @sicepat_ekspres"
789,CEPAT' hanya sekedar nama @sicepat_ekspres. Terbukti lebih cepat @jntexpressid.
790,Sicepat melambat ðŸ¥´
791,NYINK SICEPAT BNRN CEPAT
792,sicepat kadang kebangetan cepetnya.
793,Gaiss ada yg pernah pke sicepat gaa? Ko ini barang guee malah ke bekasii yaa?ðŸ¤” pdhl rumah gue di depok dan sellernya di bogor.. depok bogor kan deket yee seharusnya geperlu ke bekasi gasihh?? bingungg bru prtama kli pke sicepatðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»
794,knp paket ku yg pake sicepat ga secepet yg lain yaðŸ™‚
795,"Kolaborasi Bersama Pemprov Jawa Barat, Sicepat Dukung Gerakan Nasional Pemulihan Daerah Aliran Sungai  #RidwanKamil"
